package_name,review,date,star
com.pilot51.voicenotify,Excellent app Exactly what I needed for my phone. Excuse me please  I have one problem and that is with the volume. It is very low when analyzing.,November 25 2015,5
com.pilot51.voicenotify,Text message How can I get app to read the entire message,November 24 2015,4
com.pilot51.voicenotify,the best notifier of all time Moto e 2gen.,November 21 2015,5
com.pilot51.voicenotify,Very useful while driving,November 11 2015,5
com.pilot51.voicenotify,User Voice,November 06 2015,3
com.pilot51.voicenotify,Really it's very nice for notification. .. I love it. .thanks,November 03 2015,5
com.pilot51.voicenotify,"Good I guess you could say it's the best voice """"""""""""""""""""""""""""""""notifier'' for now""""",October 16 2015,5
com.pilot51.voicenotify,"2 years on and still lovin it! Very customizable and easy to use. Can enable/disable notifications of practically any app installed. Customize common text phrases such as """"""""""""""""""""""""""""""""message could not be sent..."""""""""""""""""""""""""""""""" to """"""""""""""""""""""""""""""""BUGGER!"""""""""""""""""""""""""""""""" It really helps having adequate Speech to Text engines such as SVOX  IVONA or ACAPELA.""""",October 16 2015,5
com.pilot51.voicenotify,Works on Note 4 for Flir Fx app Had an issue with Flir fx IP camera app. Push notifications would pop-up in the task bar but with no audio notification. This app saved me from returning an otherwise fantastic IP camera,October 16 2015,5
com.pilot51.voicenotify,Exactly what I was looking for! I needed to read notifications without playing them over the speaker  only over the headset. Perfect when I am driving. And being able to choose it to play over the media channel instead of notification really did the trick. Thanks!,October 12 2015,5
com.pilot51.voicenotify,Not reading caller id A perfect app when comes to reading notifications without picking up phone. Although it would be flawless if it could read caller name during an incoming call rather than after its a missed call notification.,October 07 2015,4
com.pilot51.voicenotify,Ine Good,October 04 2015,5
com.pilot51.voicenotify,First app I put on any android I love this app. It reads everything that happens on your phone my battery lasts 10 times longer cause I don't have to take my phone out of my pocket all day,October 03 2015,5
com.pilot51.voicenotify,ARE U SERIOUS.... YOU ARE INSANE IF U THINK PEOPLE ARE GOING TO DEAL WITH THE BS UR TRYING TO DO.,September 29 2015,1
com.pilot51.voicenotify,Bill1959 Awesome,September 21 2015,5
com.pilot51.voicenotify,Terrific app but there hasn't been an update in quite some time. Would love to see proper handling of Android extended notification text. Version 1.1.0 coming anytime soon?,September 19 2015,5
com.pilot51.voicenotify,Wouldn't work on my S5,September 19 2015,1
com.pilot51.voicenotify,great app,September 17 2015,4
com.pilot51.voicenotify,Have used it for years Simple and does the job  ad free too. Made a small donation. Would love an update that allows reading of caller names/numbers.,September 12 2015,5
com.pilot51.voicenotify,ok its reading phone numbers as billions lakhs thousands etc..,September 10 2015,3
com.pilot51.voicenotify,Must have app Definitely one of my favorites,September 10 2015,5
com.pilot51.voicenotify,Nice utility.,September 09 2015,4
com.pilot51.voicenotify,Great! Just please add the option to ignore certain notifications within the same app  currently one can only either ignore the whole app altogether or receive all of its notifications  for example I want to be notified of new WhatsApp messages but that's it  I don't want it to voice notify me that I have copied a message or deleted so many messages  thanks,September 07 2015,4
com.pilot51.voicenotify,Great Does exactly what it says and no crazy permissions...only problem is unlike another great app shouter  this app stops working at times and say nothing.,September 05 2015,5
com.pilot51.voicenotify,Good Coool,September 01 2015,4
com.pilot51.voicenotify,I would love if you can incorporated call announcer into it.,August 27 2015,5
com.pilot51.voicenotify,Very good I can at least tweak it to my own needs. I now got rid of my previous  similar  app. Thanks,August 09 2015,5
com.pilot51.voicenotify,Excellent app Hasn't been updated in a long while but it works great don't mess with perfection.,August 08 2015,5
com.pilot51.voicenotify,Great!,August 07 2015,5
com.pilot51.voicenotify,Awesome..!,August 05 2015,4
com.pilot51.voicenotify,Excellent app. I have just downloaded this app and it works perfectly on my LG G2. Just what I wanted  it dims my Deezer music when reading out notifications.,July 13 2015,5
com.pilot51.voicenotify,Needs to be updated Incompatible with lollipop 5.1,July 11 2015,5
com.pilot51.voicenotify,cool and friendly,June 28 2015,5
com.pilot51.voicenotify,Need this app for WP8,June 27 2015,5
com.pilot51.voicenotify,Not working after update Worked flawless until update now I cannot get voice working at all. How do I fix this?,June 26 2015,3
com.pilot51.voicenotify,Boozie ya love it like mc d Best voice noted fyer. Does it does it good ....voice bar. Over games even over your kids and wife is your friend v noted Dyer letting you know install apps. Email from anyone to you got mail from Suzie que. Buy it works and the owners seem to keep it working like adverts,June 17 2015,5
com.pilot51.voicenotify,This software give you miss call alert by voice by only once no matter how I changed my settings it never repeats again....bogus software.,June 07 2015,1
com.pilot51.voicenotify,Excellent application  but will be better if you add feature to translate word and make profile for headset or phone with different setting.,June 04 2015,4
com.pilot51.voicenotify,Love it Even you have a later version of android  it can read notification,June 03 2015,5
com.pilot51.voicenotify,Awesome I used many notification reader  but this is the best one. More customizable. ?,June 01 2015,5
com.pilot51.voicenotify,Love it and I found our why it wasn't working Love this app... It does everything that I want to do and more... I found out why it wasn't working when I reset my phone and it was because my tts voice was moved to the SD card memory and since moving him back to the phone he works fine ?,May 31 2015,5
com.pilot51.voicenotify,Great Convenient,May 29 2015,5
com.pilot51.voicenotify,Great APP - Improvement Request - News Republic Works great! News Republic's notifications offers the full story but the APP will only read the title. If possible could you try to fix this in any future release! Thanks,May 28 2015,5
com.pilot51.voicenotify,Excellent app This app is perfect for when you don't want to be looking at your screen all the time. It's just missing one thing  which is the ability to read expandable notifications. I can no longer have it read who my new tweets are from  just that they exist (they show as blank). Add that & it's 5 stars.,May 28 2015,4
com.pilot51.voicenotify,Best App.,May 27 2015,5
com.pilot51.voicenotify,extremely perfect,May 23 2015,5
com.pilot51.voicenotify,NYC app Used various app for speaking notification but this is the best in the slot and most reliable,May 21 2015,5
com.pilot51.voicenotify,Its the best,May 18 2015,1
com.pilot51.voicenotify,Really helpfull  just what i needed  nice app!!!!,May 17 2015,5
com.pilot51.voicenotify,Great app Announces over Bluetooth. Announces data warnings. Can sit the phone on the coffee table (or wherever) and it tells you what your phone is getting.,May 16 2015,5
com.pilot51.voicenotify,Greg Would like it better if it read the subject line when new emails come in,May 09 2015,4
com.pilot51.voicenotify,its ok,May 06 2015,2
com.pilot51.voicenotify,Works great. Low power consumption. But stopped repeating notifications...,May 05 2015,3
com.pilot51.voicenotify,Best voice notifier Continues to be one of my favorite apps. Love the new toggle widget! I have tried SpeakMe  Vlingo  Dragon  and several other apps to read my incoming text messages. Voice Notifier is by far the most reliable and efficient for my needs. And  terrific support from the developer!,May 05 2015,5
com.pilot51.voicenotify,Nice,May 01 2015,5
com.pilot51.voicenotify,Flexible This app has so many settings that it needs a manual. Works well though.,April 03 2015,4
com.pilot51.voicenotify,A very useful app. Does what it promises and offers lots of customization options. Thanks for developing this.,April 02 2015,5
com.pilot51.voicenotify,Gr8 Does what it claims,March 29 2015,4
com.pilot51.voicenotify,Was unable to use it not user friendly,March 20 2015,1
com.pilot51.voicenotify,Brilliant app!,March 17 2015,5
com.pilot51.voicenotify,annoying It uses the voice feedback for the visually impared so EVERYTHING you do or touch on your phone gets read out not just notifications.,March 17 2015,1
com.pilot51.voicenotify,Good enough  but TTS crashes occur frequently and followed by losing my media sound. This happened each time it is trying to read continuous notifications from social networking app such as whatsapp especially numbers of senders. Sometimes  lengthy notifications from Facebook as well. Please fix.,March 16 2015,4
com.pilot51.voicenotify,Very good Never had to look at phone to know what notification is.,March 06 2015,5
com.pilot51.voicenotify,Does what it says Best app for getting your text messages read  know whose calling you before you take your eye off the road.,March 05 2015,5
com.pilot51.voicenotify,Do not ever install this app I like to never fixed my phone,March 03 2015,1
com.pilot51.voicenotify,... I really love it! ... The avatar read my message for me so even if im doing anything i dont have to open my cp and she reads it for me!,March 02 2015,5
com.pilot51.voicenotify,Love It :-*,February 22 2015,5
com.pilot51.voicenotify,Voice notifier It doesn't repeat who is texting me  but it let's me know there's a text coming in. I couldn't find what I was looking for.,February 18 2015,4
com.pilot51.voicenotify,Nice good,February 13 2015,5
com.pilot51.voicenotify,Bugs! It reads my website addresses when surfing the internet and the delay is slow.,February 11 2015,2
com.pilot51.voicenotify,Pretty much flawless  with one exception. It does exactly what it claims  but my only problem is that there's no way to separate bluetooth from headset detection. I want it to speak my notifications while I'm driving (connected to a bluetooth stereo) but not while I'm sitting at my desk with a headset plugged in. Other than that  it works! The interface isn't exactly friendly  but you can figure it out with some trial and error.,February 09 2015,4
com.pilot51.voicenotify,It's Ok,February 09 2015,3
com.pilot51.voicenotify,nice very important.. download this app,February 05 2015,5
com.pilot51.voicenotify,Shake To Silence not working Shake feature not working..,February 01 2015,3
com.pilot51.voicenotify,Works great  so far,January 21 2015,4
com.pilot51.voicenotify,Works great! I would like the ability to set a custom message on a per app basis though.,January 20 2015,5
com.pilot51.voicenotify,Fantastic app... Only one that allows me to get notifications in the car over Bluetooth with such ease. Feature request: Dev only needs to add announcing the caller id over BT to make this perfect,January 16 2015,5
com.pilot51.voicenotify,I have been using this app for 7 years I love it. my friends and family sometimes get annoyed because my phone is always talking. I almost never miss a call or a text because my phone talks it out loud to me.,January 15 2015,5
com.pilot51.voicenotify,Its cool I hate cause she can't pronounce a lot of words wee fi is one WiFi please update no problems on my HTC and she spells alot of words funny,January 07 2015,2
com.pilot51.voicenotify,Great This app is awesome  the only issue I have is with conditions  I want the voice activated just when Headset On + Vibrate/Silent + Screen Off,January 06 2015,4
com.pilot51.voicenotify,Does work with HTC One Downloaded the app and try everything  I can't get it to work. Sorry I just had to turn on the notification. It is working now.,January 06 2015,4
com.pilot51.voicenotify,liked it Good,January 04 2015,4
